條文號碼,卦,條文
8485,恒,陰數年中星下凡 貴人天德保身安 龍潭虎穴衝鋒去 那畏東方起戰端
8486,解,造化無私卻有權 注君手世在先天 龍飛鳳舞多花樣 巧年天工妙比仙
8487,小過,數推四柱遇丈星 注定名場進士公 直上扶搖九萬里 衣冠新整拜王庭
8488,豫,八千四百八十八 此命生來真不差 掌握省務為良將 何人不把你來誇
8511,小畜,移花接木本靈通 月會源流順逆分 祿限方交八歲運 推知一定是神德
8512,中孚,桃花初綻見春光 丹桂枝頭結子香 父年方交二十歲 門前孤掛處生璋
8513,家人,姻緣簿上自分明 注定妻房有剋刑 再配蘭房孟氏女 齊眉舉案福生成
8514,益,薰風著意在當頭 紫燕卸泥入畫樓 生辰六月初六日 人間海屋正添壽
8515,巽,出水荷花映日紅 姻緣前定注生成 蘭房薊氏為君偶 月老無私卻興情
8516,渙,運交乙未不你情 明月來時雲又濛 事不遂心徒自惱 無端室內有愁生
8517,漸,乙日生人命數強 時逢癸未福祿昌 採芹折桂凌雲漢 光宗耀祖喜非常
8518,觀,薰風暑退又初秋 紫燕卸泥別畫樓 生辰閏六初六日 人間身世福悠悠
8521,小畜,二刻時辰定得清 荷花綠水並頭生 妻宮注定屬羊相 共枕同衾福祿真
8522,中孚,陰陽數定已先知 命注乾宮不改移 若問君身何日降 父年三十二歲時
8523,家人,陰錯陽差命已成 一生注定剋妻宮 重婚別姓君休息 馬氏佳人注數中
8524,益,出水荷花映日紅 人間到處正薰風 生辰六月初七日 靈胎落地保安寧
8525,巽,一對鴛鴦戲水濱 良媒促使姻緣成 佳人花氏真賢淑 夫唱歸隨百歲榮
8526,渙,大運經行丁未宮 災殃口舌主虛驚 謀為俱不能如意 看是平地走是坑
8527,漸,乙日生人命數強 時逢癸未更安詳 採措折桂凌雲漢 耀祖光宗福祿昌
8528,觀,小暑已過草為螢 楊枝上有晚蟬鳴 生辰閏大初七日 堂上只聞笑語聲
8531,小畜,三刻時生配合宜 芙蓉帳裡訴相思 妻宮定是屬羊相 月老薄中不改移
8532,中孚,子嗣早遲非偶然 庚星正拱在人間 父年方交四十四 君生降世定根源
8533,家人,注定剋妻不自親 都緣由命不由人 蘭房徐氏重婚配 五凋推出不虛陳
8534,益,蟬聲高占一枝鳴 六月初八君降生 元胎落地先天定 芝草蘭花出醴庭
8535,巽,綠水荷花並蒂連 妻宮尚氏共稱賢 春風得意閏房裡 樂奏瑤笙不計年
8536,渙,己未連交百事乖 無端禍患入門來 下五未連能順利 庭中時有笑顏開
8537,漸,丙日乙未得印格 主君黃門作貴客 皇恩深重身榮耀 芳名已向鼇頭得
8538,觀,柳陰深處蟬聲鳴 送客時前秋又新 生辰閏六初八日 靈胎落地保安寧
8541,小畜,連開水面噴香花 月老注定姻緣佳 四刻生人定夫歸 妻宮屬羊本無差
8542,中孚,四柱五行定得清 庭前丹桂子初成 父年方交五十六 生君降世保安寧
8543,家人,鴛鴦一對不成雙 前配佳人必主傷 再娶必為賈氏女 先天注定福緣長
8544,益,初綻連枝色正鮮 滿堂美酒徹中邊 生辰六月初九日 一世榮華在晚年
8545,巽,並蒂連開映日紅 姻緣注定壯前在 剋妻再配師氏女 福祿雙雙百歲榮
8546,渙,大運辛未注不通 經天日月少光明 雨中殘花風下燭 疾病災殃正自逢
8547,漸,丁日丁未時最高 行船又被順風搖 金榜題名應有日 鼇頭獨占作英豪
8548,觀,小暑重逢季夏天 池中緣水碧荷鮮 生辰閏六初九日 一世榮華晚歲全
8551,小畜,生逢五刻妻屬羊 月老數中福壽長 瑟琴在御聲聲好 不犯刑沖及疾殃
8552,中孚,陰陽推算命身宮 出世早遲定不同 母年二十君始降 花開一樹滿林紅
8553,家人,陰差陽錯配婚姻 無配佳人不久存 又娶續弦高氏女 夫妻偕老度長春
8554,益,水面蓮花映日紅 炎炎夏日磅春風 生辰六月初十日 喜酌美酒滿堂紅
8555,巽,雪裡梅花色更鮮 鴛鴦匹配是前緣 委宮仲氏偕連理 福祿雙雙白首眠
8556,渙,運行癸未有炎殃 勒馬懸崖宜挽韁 虎落平原威猛失 龍遊泮水不昂藏
8557,漸,戊日己未居蓬瀛 注定及弟是前生 窗前奮志青雲上 平地果然到九重
8558,觀,出水荷花映日紅 交枝楊柳有蟬鳴 生逢閏六初十日 堂上共聞笑語聲
8561,小畜,六刻時辰定得真 屬羊妻命結成婚 桃花正值春風永 夫歸相歡敬似寶
8562,中孚,八千五百正無疑 洩出人間造化機 母年正交三十二 君身誕降在斯時
8563,家人,一世姻緣定得清 妻宮必定主刑沖 蘭房杜氏為重配 映日勞花異樣新
8564,益,四數生人定得清 宮中子息定分明 人生有子前生注 二子老來去送終
8565,巽,妻財子祿數由天 子息早遲非偶然 妻年方交二十歲 喜得堂前產麟男
8566,渙,注定時辰四刻真 公門正有貴人逢 後來運到稱榮耀 貴顯功名得異能
8567,漸,四刻生人遇貴星 父子遊泮入黌宮 文章正爾魁多士 父貴子賢立大名
8568,觀,八字生來志氣高 多才多世顯英豪 輕財重義愛朋友 舉止行為樂正遙
8571,小畜,七刻婚姻數自奇 鶯傳燕侶兩相宜 屬羊妻命真佳偶 朝夕興君不可離
8572,中孚,母年方交四十四 生君數注在前世 一枝懸得在堂中 珠玉相看福祿至
8573,家人,鴛鴦一對兩分離 注定命中必剋妻 魚水重須求瑞續 必婚薛氏樂齊眉
8574,益,造物生人本自然 宮中子息卻無緣 老來思想依誰伴 幸有姪兒在眼前
8575,巽,花開逢雨更春風 喜軍紛紛到眼前 妻年三十零二歲 產生一子是前緣
8576,渙,四刻生人定得清 貴人照命福根深 營中事業平生慣 他日邊城立大功
8577,漸,四刻生人大吉昌 蟾宮步上任翱翔 翩翩父子同榮貴 泮水滔滔喜發光
8578,觀,土命生人性情均 心地光明任率真 心慈口舌存寬厚 持已行敢人共欽
8581,小畜,八刻生辰有夙緣 屬羊妻命保周全 和鳴鷥凰成佳偶 共枕同食樂百年
8582,中孚,未月生人意若何 早年困苦受風波 財源晚景方興旺 運至時來福祿多
8583,家人,八千伍百八十三 剋妻數定是前緣 忽然折散鴛鴦對 重娶佳人栗氏賢
8584,益,注定命中子息稀 得來亦主育生遲 雖然早育必先剋 先立螟蛉後產兒
8585,巽,世上何事可滿欲 人生有子萬事足 妻宮四十零四歲 定得一子有福祿
8586,渙,不思救苦放生靈 七十二行各樣人 夜半門中聲吼急 快刃手法最專能
8587,漸,注定窗前子學成 身遊泮水到黌宮 果然勤苦功無負 試聽早地雷一聲
8588,觀,德行五行分性格 作人處世能吃虧 老成忠寶無機巧 皇天終不負心知
8611,需,堂上雙親數已分 其中修短不相同 屬羊父命百年泰 屬鼠母親祿位終
8612,節,前定姻緣數不輕 黃花晚菊傲芙蓉 蘭房正注屬羊相 一子生來福祿真
8613,既濟,二刻主人機遇良 同心配就雨鴛鴦 赤繩繫足前生定 夫主年庚心屬羊
8614,屯,金風陣陣雁南還 八月祿六降人間 乾坤一體氯相合 桂枝香落在家山
8615,井,花開棠棣自芬芳 手足宮中整兩雙 次第排來君是二 持家各自奮翱翔
8616,坎,乙未運程不甚強 是非口舌有幾場 交至下五保安泰 事事貴人能吉祥
8617,蹇,己日辛未時出群 龍飛鳳舞宴瓊林 手板丹桂登金榜 衣著紫袍拜帝廷
8618,比,仲秋已過又八月 喜看燭花光彩結 生辰恰逢初六日 丹桂秋間落一業
8621,需,八千六百主刑傷 母命屬牛必早亡 父命屬羊安且壽 蘭芽扶植自芬芳
8622,節,枝上蟠桃色自香 赤繩繫足兩鴛鴦 屬羊妻命生二子 注定先天福壽長
8623,既濟,三刻生人定姻緣 荷花綠水有情天 夫君配合屬羊相 和好真稱並蒂連
8624,屯,元禽歸去雁來寶 丹桂飄香無點塵 生辰八月初七日 把酒臨風處育麟
8625,井,天邊鴻雁列成行 兄弟六人各自強 同氣連枝親手足 君居三位甚昂藏
8626,坎,運交丁未不全凶 上下十年否泰分 上五年中多不利 下五未運保安寧
8627,蹇,庚日癸未時最高 鹽梅重可作羹調 鵬程有路君須到 鴻雁飛鳴廿四槁
8628,比,中秋已過又中秋 金榜題將丹桂悠 生辰閏八初七日 門前孤掛在高頭
8631,需,二親庚相數中求 寅未相刑不到頭 屬虎母親先去世 屬羊嚴父福悠悠
8632,節,鴛鴦一枕喜成雙 注定妻宮命屬羊 三子生來堂上立 滿門爭羡姓名揚
8633,既濟,四刻時辰鷥凰鳴 姻緣白首注天成 夫君注就屬羊相 一世夫妻百世情
8634,屯,金風送暑又秋天 鴻雁南飛一陣先 生逢八月初八日 喜筳列在畫堂前
8635,井,宮中手足數由天 兄弟四人居是三 必注內中有代破 樓頭棣草始相安
8636,坎,運交己未未為奇 上運災殃少作為 交脫上運行下運 利名正許兩相宜
8637,蹇,辛日乙未時最清 文章如海上鵬程 有緣泮水分高下 金榜題來有姓名
8638,比,時值九月閏八月 金風搖動難冠裂 生辰閏八初八日 堂前火爆為君結
8641,需,先天定數其在中 庚相雙親數自明 屬兔母親先去世 屬羊嚴父壽如松
8642,節,一枝紅杏帶朝煙 配就佳人必主賢 妻命屬羊生四子 連枝同氣保安全
8643,既濟,配就鴛鴦不偶然 屬羊夫命注前緣 生逢五刻同偕老 水面相歡並蒂連
8644,屯,秋來景物漸蕭條 一鉤明月掛林梢 生辰八月初九日 恩情相念報劬勞
8645,井,紛飛鴻雁各西東 兄弟八人懷不同 同氣連枝君最少 石皮藏有略刑沖
8646,坎,大運辛未定吉凶 雲遮日月少光明 上五年中多夏悶 下五百事傅亨通
8647,蹇,壬日丁未命稱強 金榜題名姓字揚 注定榮華多富貴 蟾宮折桂步黃堂
8648,比,金風吹動仲秋天 暑往寒來分後先 生辰閏八初九日 一顆明珠掌上縣
8651,需,雙親庚相是保年 修短原來定自天 母命屬龍先剋去 屬羊嚴父保安全
8652,節,月老簿中注夙緣 屬羊妻命保安全 注生五子堂前立 福祿榮華在晚年
8653,既濟,生逢六刻命稱強 月老將鴛配興鴦 夫命屬羊偕白首 老來福祿喜同壯
8654,屯,秋風陣陣雁南歸 月掛柳梢率客衣 生辰八月初十日 懸弧海燕喜雙飛
8655,井,雁過長江列一行 弟兄有九不同娘 排來次第君居幼 協力同心家自康
8656,坎,癸未運程定吉凶 夏中有喜不亨通 交臨下五未過上 人於順利見精神
8657,蹇,癸日乙未遇貴星 上頭金榜必題名 光宗耀祖榮門第 相伴堅明樂太平
8658,比,閏至九月數八月 堂上花燭為君結 誕降正是初十日 燭影風搖落一業
8661,需,坎入午宮兩犯沖 雙親位上一先外 屬蛇母命重泉去 嚴父屬羊壽比松
8662,節,桃李春風花正開 鳳凰交結會瑤台 屬羊妻命生六子 蘭桂英奇到眼來
8663,既濟,一對鴛鴦正自逢 有煩月老主鴛盟 生逢七刻陰陽定 夫命屬羊百歲榮
8664,屯,六刻時辰注剋妻 鴛鴦折散兩分離 室中幾榻誰為伴 枕冷衾寒只自凄
8665,井,手足宮中定得清 連枝同氣四弟兄 排來次序君三位 注定父同母不同
8666,坎,庭前丹桂各芬芳 子息宮中正三行 他人缺少奉祀子 摘去一枝去過房
8667,蹇,數中推定朱時生 金榜必然注有名 身著錦衣遊泮水 時來運至看飛陞
8668,比,注定命中顯將星 龍騰虎躍祿千鍾 武科甲第稱榮貴 運至封疆作息戎
8671,需,生在未時女命賢 夫君相配主良緣 直心快口好爭媵 晚景悠悠福祿全
8672,節,桃李花開正遇春 姻緣配就不由人 生來七子堂前立 只忌石皮到一身
8673,既濟,八刻時辰注夙緣 荷池綠水並頭蓮 夫君羊相是前定 琴瑟和偕到百年
8674,屯,姻緣遲早豈由人 不透妻星難結成 偏室正逢生旺地 後婚小娶一番情
8675,井,棠棣花開色正鮮 弟兄六位緊相連 不同生母君最幼 富貴榮華定自天
8676,坎,四柱原為命所排 孫吳弢略滿胸懷 鷹楊宴上名聲顯 數注先天進士才
8677,蹇,注定未時武曲強 威風凜凜姓名揚 獨精方略叨天祿 職拜終戎鎮一方
8678,比,未月生人膽氣雄 身居顯位在公庭 威風凜凜人稱羡 運至連陞立大功
8681,需,女命未時定得清 剋傷夫主不安寧 尚須勤儉維家逍 神鬼亦能扶助人
8682,節,前定姻緣亦夙因 屬羊妻命主賢能 生來八子堂前立 內有石皮可免刑
8683,既濟,配就鴛鴦犯剋傷 忽然折散各分張 蘭房花燭重新結 必配屬羊才妥當
8684,屯,陰陽前定妙如神 離母離家方保存 別祖移宗前世定 必然過繼與他人
8685,井,八千六百數逢春 手足行占有八人 次第排來君是五 原來不是一娘親
8686,坎,正逢誕降未時間 注定平生福祿全 雖不傳家猶有貴 蟒袍流海著身邊
8687,蹇,數定五行注得清 身藏暗貴遇魁名 雖然金榜名無有 也休君恩冠帶榮
8688,比,八字生來貴不輕 皇家有祿管千鍾 莫謂先天無定數 職居主簿在公廷
8711,大畜,乾坤注數在先天 父命屬羊保安然 屬馬母親先去世 悠悠魂魄住黃泉
8712,損,老人月下配姻緣 注定妻宮小八年 合巹同牢稱匹配 春來蝴蝶自翩翩
8713,賁,妻宮注定有夏愁 元配佳人必不留 弦斷瑤琴求再續 必婚冷氏永河洲
8714,頤,時至十月歌滌場 蘆花深處配成雙 生辰十月初六日 鳳凰相集在高岡
8715,蠱,二刻時辰數不強 佳人元配必先亡 蘭房若欲同偕老 必娶屬羊才妥當
8716,蒙,乙未運程百事強 撥開雲霧見明光 閏房花木欣欣茂 福祿有餘衣滿箱
8717,艮,未宮立命遇文星 萬卷讀書正滿胸 此運鹿鳴曾宴能 方期身世入瓊林
8718,剝,小雪已過又小雪 坐看楓林紅似血 閏十初六君降生 風動竹梢落一業
8721,大畜,八千七百定親宮 母相屬羊壽必終 父相同庚家道美 安然福壽享遐齡
8722,損,注定陰陽年不同 赤繩繫得配婚姻 妻宮原小二十歲 合巹同牢百歲榮
8723,賁,命注剋妻數在天 佳人元配不長年 鴛鴦折散再求偶 郎氏夫人必主賢
8724,頤,朔風凜凜降寒霜 落葉飄飄滿地黃 生辰十月初七日 相祝小春好年光
8725,蠱,桃花葉絮亂飛揚 三刻時生妻被傷 重結絲羅偕永好 屬羊女性最相當
8726,蒙,運行丁未位南方 喜氣紛紛百事昌 早起遲眠勤立業 吉人身可得天相
8727,艮,未宮立命過文昌 丹桂板來有異香 春試秋闈皆報捷 名成進士為君歡
8728,剝,黃葉飄搖草木殘 朔風透骨逼人寒 生逢閏十初七日 美酒盈杯處得男
8731,大畜,二親庚相細推詳 命犯刑沖必在傷 慈母屬猴先去世 屬羊嚴父保安康
8732,損,命中注定好姻緣 妻小三十零二年 今世夫妻前世定 悠悠綠水在池邊
8733,賁,注定數中必剋妻 洞房花燭又佳期 鴛鴦喜得百年偶 再配蘭房卻姓吉
8734,頤,朔風凜凜孟冬天 雪壓梅枝景自妍 生辰十月初八日 明珠一顆掌中慈
8735,蠱,生逢四刻必重婚 配合姻緣又一新 弦續屬羊成匹配 須知數定妙如神
8736,蒙,己未運程福祿增 遂心如意有精神 和平處世安然樂 門外只聞笑語聲
8737,艮,命立未宮遇魁星 堅賢經史蘊胸中 瓊林宴上尚有待 此時暫作孝廉公
8738,剝,立冬已過又立冬 寒夜吹灰律呂成 生逢閏十初八日 佇看冬領秀青松
8741,大畜,修短人生定自天 雙親難得兩周全 屬雞母命光陰短 嚴父屬羊壽百年
8742,損,月下老人配姻緣 鴛鴦同枕不同年 妻小四十零四歲 老圾少妻定自天
8743,賁,比翼鴛鴦遇煞風 忽然折散各西東 弦琴折斷重相續 單氏佳人甚主賢
8744,頤,草木凋零已孟冬 只留青柏與均松 生辰十月初九日 正喜堂前產一龍
8745,蠱,迷群孤雁自高翔 五刻妻宮定主傷 折散瑤弦求再續 佳人必定是屬羊
8746,蒙,辛未運程光自然 重重喜氣溢眉尖 和平處世臨門福 笑對菱花更自拈
8747,艮,未宮立命主文明 知君豪氣吐長虹 此日秋闈登虎榜 他年春日雷一鳴
8748,剝,孟冬美景小春天 翠竹青松色正鮮 生逢閏十初九日 梅梢雪壓歲華先
8751,大畜,數逢小畜定雙親 屬狗母親早歸陰 嚴父屬羊多福壽 始知由命不由人
8752,損,比翼鴛鴦在水嬉 姻緣配合兩相宜 妻宮比君大八歲 和俁恩情舉案齊
